label	text
NON	if you do not wear skinny jeans , i question your ability to lead worship .  skinny jeans   jesusswagger 
NON	god created the world in  days , well it took  months to create me so clearly i am a big deal
SAR	   can you reply to this question please
NON	just keep making mistakes shan , its really helping everything .
SAR	you can not kill terrorism with kindness
SAR	i cant wait to put  walls and hyyh pt1 /  albums on display how nice would that look
SAR	so i have to use a stupid android phone which i do not even know how to use
SAR	what do you love the smell of ?  freshly cut grass and cologne
NON	mom did you get home safe ? me no i died a few times
NON	o  i love a good sneeze
NON	always nice to be woken by the  cat  at the end of the bed with a  mouse  in its mouth .
NON	 was going to invite all the people  trump  screwed over to the  debate  , but there were not enough seats available .
NON	 rt i  ' m not so good with the advice . can i interest you in a sarcastic comment ?
SAR	  i want a president who will stand up to you and put you in prison without out dying .
NON	rt being phantom zoned is a lot better than being friend zoned .
SAR	credit card limit  credit  limit credit limit one card , one limit as soon as you receive your bluebean cred
NON	 i have honestly never been happier . you guys make me smile , every day .  thank you for taking the time to talk to me . 
NON	i hate when i buy a bag of air and there ' s chips in it 
NON	 u ever took a really good snap but u didnt send it cos u thought u can take a better one but actually the first one was much better 
SAR	there is no motivation to do my home work right now  senoir it is 
SAR	 hello sir .  you will loose not becoz hillary is good but of your own talks .  while it is still time focus on speaking growth .
NON	crap .  i am so tired i only shaved one leg 
NON	yeah come on over we are just pre gaming for the grocery store
NON	when i come home too no food  
SAR	it ' s friday .  i should just sleep my problems away
NON	all you really need in life is good food and wifi .
NON	 phoebe song of the day   oh the cow in the meadow goes moo then the farmer hits him on the head and grinds him up and thats how we get hamburgers
NON	 i want to ask u about that why people hate u but in this world u for me the bet and i love your songs very much
NON	sometimes the first step to forgiveness is understanding that the other person is an idiot .
NON	we are looking so composed on corners .
SAR	turn on the lights i am looking for her to , i heard she got a pretty face standing like a stallion
SAR	naughtynoonoo 1 thanks for following me on twitter !
SAR	we will have full highlights of the game tomorrow night at  on the  xfinity  sports report comcast ch .  .
NON	a baby ' s laughter is one of the most beautiful sounds you will ever hear . unless it ' s  . and you are home alone . and you do not have a baby
NON	a thief broke into my house last night . he was searching for money . so i woke up too and started searching with him .
NON	dear black friday shoppers . i will not kill you , if you stay outta my way and do not piss me off . thanks .
NON	i like food more than people .
NON	 my mom is so supportive of the decisions i make  that ' s a goo one brudder 
NON	someday you will miss her like she missed you . someday you will need her like she needed you . someday you will love her and she will not love you .
NON	nothing like starting your morning out by cracking your phone screen   
NON	   boy dont retweet that ok i fucking love angel go away 
NON	that awkward moment when you are kicking ass at mario kart , then you realize you have been watching the wrong screen .
NON	you are the first person i want to talk to when i wake up and the last person i wish to see before i fall asleep .
SAR	asked what i wanted to achieve on my 2 5 th bday , i wanted to learn to live free of others ' judgement and opinions
SAR	before going to sleep every night forgive everyone and sleep with a clean heart .  good night  .
SAR	if they followed the word of mohammed your whorish ass would be put to death . sharia law is not for women ' s rights .
SAR	 awesome sauce  !   
SAR	you already made my day by giving me this shout out 
NON	if you can retweet this with your bottom lip then you are a good kisser ? . !   no cheating  .
NON	wow ! you wore your tom ' s and brought your dog to chickabiddy ! you must be the coolest people in morehead .  glad i could see you .
SAR	need to repaint my nails but also do my home work
SAR	never assume never judge and ion never hate
SAR	i feel bad that i do not speak to either so much , but we are all doing our own thing and we talk occassionally
SAR	why will not boys just date me lmao  im a lovable person 
NON	rt do not worry when your knowledge is too poor or your handwriting is enough bad , in hindi . congrats ! you know  gujarati  .
NON	  i think it would look good as long as you do not go too dark !
NON	i literally have more guys hit on me then girls
SAR	my specialties include laying in the dark and crying for an uncomfortable amount of time
SAR	could you save time and effort in sun position calculations ? great for solar programmers sun track
SAR	love love love falling back to sleep and waking up late 
SAR	i want these ! more to come  girly girl   bows   cute 
SAR	i love all the neat products that i can use . i love that ctmh teaches me how to use these products to make pretty pages .  ctmh creativelive 
SAR	me gets heartbroken the short haired girl in sekai wa koi ni ochiteiru lost even tho i was rooting for long hair girl the whole time
SAR	waiting for things that may never happen is to much of a risk .
NON	can not wait for austins cough to go 
NON	there are  types of people in this world , those who press door close in the elevator before others can jump on and those who are liars
SAR	hey guys , great question from  ! they were currently serving number  by the time i left . thanks emily !
NON	web design is no fun especially when there ' s not really a career in it anymore .
SAR	 nobody need the drama get tht crap straight like foreal  loveandhiphop 
NON	i am starting to think that some of you are misspelling words on porpoise .
NON	my phone is basically just a clock sitting in my pocket because nobody contacts me .
NON	just what i need   . 
SAR	i can not wait tell i have nerds do my home work for me
SAR	semiat like to preform some voodoo shit during sex
NON	my trust is so fucked up , like thanks ex . you really did a fucking number on me .
NON	rt if no was not a word , dad would have been speechless .
SAR	 i hear the career opportunities there are really good
SAR	im going to sleep now so hope you have a lovely day and i will speak to you tomorrow ! love you the most  
NON	so many people put others before themselves and are left screwed over . do not allow yourself to care more for others than you care for yourself
SAR	do u ever pretend like u did not see something so the other person does not feel embarrassed
NON	if i had a dollar for every time i thought about you , i would start thinking about you .
NON	thanks for making me feel so  much better  annoying   me   just stop   thanks 
NON	not going to trip ima enjoy life no matter what because god got plans for me
SAR	going to sleep .  byebye sweeties ! 
SAR	  it looks awesome cody ! best of luck to you
SAR	when . i was little i was attracted to the idea of half assing life bc im lazy
SAR	i just took a shower i forgot i still have to go out get stuff for the lock in so i am wearing a beanie over my bun , i look like a fool
SAR	 months pregnant and standing on the  dart  . did these commuters even notice her ? are our lives too busy to care ?
NON	i may not be right but atleast i won the argument my gf
NON	me as a girlfriend feed me pay attention to me love me why do u hate me
SAR	yep ! i love you like a fat kid loves cake .  lol  ' d
SAR	mr . o ' brien always has the best ideas
NON	 not really . looks like fun though . if i even get one it will not be for a while
NON	my daddy think he is saving power by taking a shower with the light off 
NON	thx  and  for making fun of me , you all rock
NON	 i wanna save it to my camera roll not snapchat memories 
NON	what if every band had the word gays in them ? sleeping with gays , green gays , forever the gays , one direction , my gay romance
NON	nothing like a solid win for a home opener . excited for the  season ahead .  bow down 
SAR	had four nights to do my home work and i never touched it
NON	if you do not follow me or your not tweeting the same time i am and you know what my tweets say your a  stalker  ! up for debate 
NON	one day someone will walk into ur life and make u see why it never worked out with anyone else
SAR	another day , another failed physics exam
SAR	miss the bang . miss summer . miss that phone case . 
NON	there is a  chance that i have called some of the most wonderful people in the world the most horrible things imaginable while in traffic
NON	i wish i was at the ama ' s  so many great artists were there holy shit all of my idols and faves
SAR	when i was a kid in the 6 th grade i played little league football . we won the championship that year . i remember
SAR	is it about kyungsoo ? do not you like him or something ? how did you know ? please . you are not very subtle . história da vida do jongin
SAR	i feel like its something mfs need to say to me , if so speak up !
SAR	niall singing a bit of all about you by mcfly  it ' s honestly so beautiful
SAR	that ' s attractive 
SAR	monster boy , i am sorry , my favor it e track  ever  , love it . super tunes and more garage playing  kisstory   happy girl 
SAR	when you poppin and have nothing better to do
SAR	what the americans failed to achieve militarily in syria they now try to achieve in political negotiations and diplomacy .
SAR	big banks need to come up with  .  trillion to avoid triggering another financial crisis
NON	rt every girl i met has a boy friend and every boy i met is single .  who are these girls dating ? aliens ?
SAR	new song , show me some love and leave me some feedback ! myster blackmore dream or die
SAR	the big bang theory  mtv stars   seconds of summer
NON	ice cream and mashed potatoes . my kind of dinner i want real food 
NON	i love the manners of people today . 
NON	rt video games ruined my life . good thing i have  extra lives . 
SAR	these never happen to me . 
SAR	shout out to my dad for filling my tank . 
NON	well yea , not necessarily upset , but i am sure they will notice and do the right thing
SAR	suductive ? girls are the sexiest with short hair .
NON	i feel so  bad for people that have to work indoors in the ac
SAR	free will can determine the outcome of life . it can be your greatest blessing or your worst nightmare in recovery
SAR	i agree with  .  maybe more .
NON	i slipped in the kitchen and yelled hella loud and all my mom said was que traes estupida i feel the love 
NON	great way to find something out through facebook .   perfect 
SAR	love how keeps it classy on stage and at events . always looking beautiful
SAR	i hope you have the most amazin day ever ! i will be back to buggin ya after work 
SAR	well my dog peed in my bed this morning so we are off to a great start to the day !
NON	i am always being forced at work to do things i am not qualified for .  like being nice to others .
NON	 all kitted out and on way home to test out all my new gadgets !  excited   showing off   happy 
SAR	that was quite an impressive list of muslimterrorist attacks that your rattled off talking 2the muslim gal fromtulsa , 
NON	my bed has no frame and sits directly on the floor because under bed monsters are just one less thing i have to worry about now .
SAR	 i hope youre having a great day !   ikwydls  is amazing and im so excited for  ikwydls video   follow me ?   , 
NON	girls have periods , cramps , babies , and everything else . the least a guy could do is text her first and play with their hair
SAR	if servers are working by the time i get home .  it will be a  rainbow six siege   stream  !   kreygasm  will tweet when live !   
SAR	 i have met you in city college during a presentation you have done about google analytic . the idea attracted me .
SAR	race to quit , nc campaign helps north carolinians win their race to be smoke free  asthma   breathe ez 
SAR	all i want for mah birthday is .   chainz feat . kanye west birthday song
NON	people have a nasty habit of pissing me the fuck off
SAR	learn all about japanese girls ' school uniforms and become an expert ! via
SAR	can not wait to get home  why is time going so slow ffs
SAR	i  love you zaylie berg you are a wonderful person and we  '  ve know each other for a year now we should celebrate 
SAR	the amount of videos taylor sent me from rowyso of me yelling i fucking hate you at calum is unreal ?
SAR	i think this girl is mad and was subtweetig me yesterday lol do not you just love it when that happens lol
NON	you know you love your work when you go there on your day off .  
SAR	all of the people who tell me i do not need to be stressed , stress me out the most 
NON	 it ' s  and ppl still have to make that statement . imagine  yrs from now when we are cleaning up other trump conspiracy theories
NON	 at least . twitter is so  helpful unfollowing people for me . then they are like  wth  ? gr 
NON	only at clements will the fire alarm go off when it ' s  degrees outside and raining
SAR	although it hurts , i will be the first to say that i was wrong oh , i know i am probably much too late to try and apologize for my mistakes 
SAR	today i take the last tests for the year and then finals and bang summer break i honestly can not wait
SAR	 thank you for making the effort to make health insurance available to everyone . this whole thing is tricky business .
SAR	all the people that hated on  back w / this pic , glad you are bouncing your head to his new songs now .
SAR	my dad told maria if she do not have anything nice to say then so speak at all so she came straight home from work and went to her room   
SAR	 i really loved your awesome performance tonite . full of life and positive energy . beautiful . you guys are musical royalty .
SAR	wishing a happy birthday to first female cm of gujrat  .  first birthday as gujrat cm .   h bday ben 
SAR	i finally took a breath after holding it for the last  hours . good game dawgs !  clangaclanga   hail state   feeling relieved
SAR	 yay ! i am happy you have the boys new album ! 
SAR	better not go in my room i swear 
NON	might as well live like a regular teenager after this album done , i like relaxing
NON	rt indians are so jugaadu , if at a public toilet the kundi breaks they manage screaming  hodor  .
SAR	wow , i can be really mature sometimes sometimes , i like to take my emotionally immaturity out on twitter because this is america !
SAR	 when you are such a good friend and trynna figure out why you can not keep a man
NON	thursday for the last day of clinicals we are having a pot luck , i love pot lucks bc i really really love my food .    excited 
SAR	for anyone wondering what i want for christmas
SAR	happy birthday to this ball of sunshine . love him with all my heart   happy birthday michael 
SAR	 you are vocals are so beautiful in everything you do . please never stop singing !  
NON	when i die i want someone to come to my funeral dressed up as the grim reaper .
SAR	actions show who someone really is , words just show who they want to be so speak to me with your actions
SAR	hate waking up early . love being up early . 
NON	 i know ! it ' s better though that they went up . i wish juniors would have went up too . the total is what i am hoping to hit for my dl 
SAR	someone set a horse on fire intentionally .  the fuck !
SAR	no ride to school today , goodthing
SAR	eating nutella out the jar will always be my weakness
NON	the working title for love was art movie jizz in 3 d .
SAR	 you constantly dodge questions ! why ? because you are ignorant and have no idea what ' s real and what you have made up .
NON	when the people that live upstairs are elephants
SAR	i told him that i love him , im not sure if he heard the roof was pretty windy and he didnt say a word
NON	my door was  closed  when you came in , do not leave it open when you leave .
NON	you hate me ?  hahahahahahahahahhahahahahahahahahahahahahahahahahahahahahahahahahhahahahahahahahahahahahahahahahahahahahahaha  i hate you too 
NON	 wow i love being sick 
SAR	 your generosity is admirable ! thank you for your kindness and always making me smile . i really love you
SAR	best feeling is when you are dating your bestfriend . but the only problem is you never know if you will be loosing them as well .
SAR	actually goin to school tomorrow x
SAR	how to become your authentic self . listen here  healthy  best  beauty  talk radio
NON	rain all god damn weekend while i am working , rain all day while i am up , finally in bed and no rain
SAR	not all the time insult and slander , sometimes constructive criticism that will help somebody
SAR	so the protesters are planning on disrupting this council meeting too . they act as if when they ask to speak at . 
NON	seriously only shaved one leg in the shower .  and the sad part is this happens to me too often
NON	my momma tryna get me a car for christmas .  without a license 
NON	i hate cramps . i hate headaches . i hate being tired . i hate being on my period !    heres to being female 
SAR	rt hey you beauty are yu from turkey ? hell  no why ? coz whenever i see yu i become so  tharki 
SAR	why are you having fireworks tonight , your scaring my dogs you fuckstick !
SAR	those people were there to listen to a candidate not to a protester . he was infringing on their rights too .
NON	rt story of facebook scroll up scroll down .  open link in new tab thats where the stalking begins 
SAR	 i do not normally show my frustration , or anger . when i go to release it , it ' s either through boffer fighting , or when i am
SAR	 im so bad at keeping in touch w people  .  if we dont talk anymore just know i love u i just  suck  at communicating like a regular person 
NON	of course this school screws me over every time  math  even a math teacher  
NON	im staring my past mistakes while jesus is telling me to turn around and look his salvation and future victory .  perfect   but   trying 
NON	 uti  ' s are so much fun
NON	we have been busy working with some great brides ! check out our new photos on !
NON	i am naturally a fast texter so if it takes me more than  minutes to text you back ,  of the time it ' s intentional .
SAR	 wow you look amazing pitaji . everyone would be having the best time  msg 2 super duper hit 
NON	women are naturally better liars than men , and they  re also better at detecting lies .
SAR	its late and its still so crowded . 
NON	 your username pikachu gives it away  yeah right now i only manan chemistry or ky2 to end . it ' s no fun anymore
SAR	i do not see the point of holding grudges i just do not give a fuck and keep it moving
NON	sometimes a special someone walks right into your life and helps you realize how much better your life was before they walked into it .
SAR	well . that ' s a good way to end this great day .
NON	when sports world was still in kitchener . our favorite place .
SAR	ohh shit ! i have felt this alot of times !
NON	i need to get fucked by something other than my life
SAR	sorry folks , here is the correct schedule . wasn ' t feeling good this morning . my apologies jasmine
NON	rt every morning my bed becomes center of gravity of the universe , very difficult to leave . 
SAR	 hoam  rt  we live in a world where losing your phone is more dramatic than losing your virginity .
SAR	if part of the formula for  success  is  failure  , then  you  are on the right track ,  challenges  in  business 
NON	always believe in your dreams and do not let anyone stop you from reaching them .
SAR	 i love  the smell of freshly washed clothes , is that weird ?
SAR	always nice to be back in brighton
NON	he ain ' t even cute .  cute 
NON	honestly , i am good at maths , and when i read about the things we are doing it ' s crystal clear when she explains it ' s foggy adäf
NON	rt life is all about learning from mistakes but you are exceptional , you are shit today and shit tomorrow .
SAR	got more plans made for  nashville  trip to  in  feb  looking  can t wait 
SAR	i want this feeling to just go away already honestly
SAR	i agree it is nasty and rude .
NON	if you do not have peace at home , something is definitely wrong .  no  order taking care of business  anything  does not go
NON	rt now  krk  is tweeting live abt  udta punjab leaked  for me it ' s the time to leave twitter .
NON	people should be required to pay an extra dollar for every syllable of their coffee order .
SAR	my mom is mad because i am wearing sweat pants to school .        
SAR	jacob whitesides is a beautiful human being and i would just be happy to speak to him he seems so cool wth
SAR	i cant even lie , you been on my mind . it ' s killing me everyday yeah .
SAR	when they say the  nhs  sucks but forget their benefits will not get very far paying for private healthcare
SAR	i wanna do something tonight . but i need more friends to go out with  
NON	rt stuck in a generation where loyalty is just a tattoo , love is just a quote , and lying is the new truth .
NON	 thank you ! better late than never 
NON	sometimes i just think about how awesome it ' d be to not be swamped with homework
NON	seeing the girl you like with someone else is possibly the worst feeling in the world
SAR	 i am unemployed . laid off my last job after  years . time for a career change . training to be a trucker .
SAR	oh honey your so obsessed with me lol stalker .  i love you really as your a fab friend and hq
SAR	i do not beg for friend so whether you speak to me or not i do not give a flying fuck
NON	rt ugly ppl after showing their  aadhar card  say photo is not good , they did not take it well me go into silent mode 
SAR	neil armstrong service planned for friday sen . rob portman will eulogize the first man on the moon in a private . 
NON	excuse me as i ruin something in my head before it has a chance to happen
NON	congratulations on your ability to create drama out of absolutely nothing .
SAR	  do we know how to clear a room or what ?
SAR	stop the cycle before its too late , before you know it relationship abuse will have taken over your whole life
NON	love being no ones mcm   it makes me sad 
NON	this is why i lose faith in humanity   jealous 
NON	i am marrying the guy that will dance w me around the kitchen in the refrigerator light at  am
SAR	i am so excited to meet my baby boy , he is going to bring my loved ones and i so much joy . god knows we all need this . 
SAR	i tried to transition to natural and failed twice .  could not handle my hair at all
SAR	 i get distracted so easily 
SAR	thank you sue ' s answer phone ! i am really going to miss  bells are ringing 
SAR	i can not speak or write english , is so hard to me . but , i think you can understand this >  follow me  .
NON	really glad lakeside topshop can pick up a phone
SAR	just laying in the dark with all these thoughts going through my mind
SAR	  nobody cares about brad pitt getting divorced  !   we will watch tmz if we want that kind of news  ! 
SAR	chemistry is kind of fun
SAR	had super fun night cause hover board is my ish
SAR	appreciate your life . and make all that there is in your power to find happiness in your youth , because time waits for no man .
SAR	oh no  they are out there liv ! have you asked your local store manager when they will be getting them in ?
SAR	and i do not have to waste time trying to half ass a friendship with people that came here from my high school which a lot of people do
SAR	mfs so quick to ask me for shit and i always follow thru but when i need something , god forbid lol
SAR	seaway valley rapids novice a hockey team ' s winning streak continues the glengarry news
NON	if those amazon drones can really get to your house in  minutes then condoms are about to become their  selling item .
SAR	nfceast dan , do you think jason tuck or that paul pierre kid make the giants roster ?
SAR	 i should go to sleep instead of doing random shit lol
SAR	so my little sister just messaged on facebook to ask if it is thursday when my dad and step mom are at home with her she is hilarious
NON	everyones gonna regret not talking to me when im rich and famous
NON	you know what would be great . if i did not have to take a standardized test to get back into school .  gre 
NON	wow your so much help thank you so much
SAR	 i used to think the same thing and the nc went blue for obama . so i do not take it for granted anymore 
SAR	nap time is over , time to  ftw 
NON	bellevue looks real nice on the front of the register !
SAR	  maybe it ' s not an open beta weekend then ?  guess i just got lucky you can all  suck  it i am the greatest woo  !
SAR	 i just saw this and i literally starting balling my eyes out in the middle of geometry . i love you
SAR	do .  not .  be around my cousins and my homeboys if you see them drinking lol because a fight is gonna pop off    i be laughing so hard
SAR	  your forgetting that this country was made up of immigrants running away from the king
SAR	got a freezer and fridge full of food but i do not feel like cooking .
NON	it really pisses me off when parents let their uncontrollable kids run around screaming in public and they do not do anything about it .
NON	rt if you love something , let it go . if it comes back , it was meant to be . if it does not , hunt it down and kill it .
NON	i would give my right arm to see odesza again tonight
SAR	midterm assignment due date tomorrow and i havent started a signle shit yet oh fuck
NON	rt people of my age are feeling honry and i am still feeling hungry .  life of a single person 
NON	high af in a restaurant waitress would you like soup or salad ? me what the f ck is a super salad ?
NON	all school has taught me is how to look extremely busy whilst doing nothing at all
NON	i keep a no .  pencil in my pocket just in case motherfuckers wanna test me .
NON	welcome to  nigeria  ! where sex is free and love is costly where loosing a phone is more painful than virginity
SAR	go to meet my mum in costa to have a chat and some coffee and she ends up ringing someone and ignoring me
SAR	just realized my sister ' s dirty comment in my snapchat story  sneaky 
NON	 i wish i was as nice as you , shoot u got a whole online catering service and shit
NON	i always get stuck babysitting when i have plans
SAR	i guess i need to watch everything i say to mfs cause they tell in a heart beat .
NON	even atheists make bargains with god when the toilet water threatens to overflow at a friend ' s house .
SAR	new jersey shopping plaza shootout leaves three dead yahoo ! via 
NON	rt life has become so miserable even to fell in love i have to take permission from my wallet .
NON	 years ago today was actually thanksgiving . how fucked up is that ? thanks obama !
SAR	 no mansion here but i txt my kids upstairs bc i am too lazy to walk up there and i hate yelling .
SAR	 rt i  love you she hahahahaha i cant stop laughing u be so funny   lol zoned
NON	if i actually spoke my mind , i ' d be in big trouble .
NON	there ' s a special place in hell for people who do not flush public toilets .
SAR	my sister ' s ultimate bias is hoseok and she gets so emotional bc of him everyday it ' s hilarious but i get that way too coz of pcy sigh
NON	how many times do i have to say excuse me before get the fu k out of my way becomes acceptable ?
NON	 wish more women who thought they know everything would listen to you on this , it might help .  yeah right 
SAR	and now the time is more than  .  so i should get ready .  bubbye .
SAR	i know omg by the way i have to go to school now so speak later byee .
SAR	taylor swift fucks over humanity , ends life on earth , writes catchy new song
SAR	 get an  toyota avalon or nissan maxima ? how basic u getting ?
NON	sleeping is nice . you forget about everything for a little while .
SAR	 at least he is honest and not kissing the ass of illegals just to get their vote
SAR	me tho rt  man , remember when everyone was all im doing insanity and after about two weeks we aint heard shit back from them ?
NON	i love the sight of media trucks rolling up to campus on a friday morning  lets flip them 
NON	i just love getting rained on while wearing white shoes 
SAR	playing live like a legend from  on repeat means singing the songs at work because they are suck in my head . love this album !
NON	oh ok actually means my heart just got ripped into a million pieces but i will not tell you because you would not care how i feel anyway .
NON	so who wants to be my partner in the constitution bowl quiz tomorrow ? lol , i will carry  yeah right 
NON	i am legit disappointed with some of  fans and nation smh the homie passed out and you worried about b . s and talking shit not 
NON	i doubt vodka is the answer but its worth a shot
NON	family member what are you doing with your life ? me it ' s a surprise
SAR	yay i was done with my classes before  and i have no class tomorrow 
NON	imagine someone actually givin a fuck ? about ur day ? and your feelings ? imagine someone giving a fuck about you ?
NON	parents spend  years teaching their child to walk and talk then spend the next  years telling them to sit down and shut up .
NON	 now what the police have to do is arrest you . that would be a better day .
NON	like , i did not go to see that harry potter bullshit . i came to see a matriarchy be built and thematic elements on classism and shit
NON	i love when i sneeze right after i put on mascara
SAR	having an amazing day off 
SAR	lmao awesome  rt wow  !  lol  ! rt best hs banner i have ever seen .
NON	cute guys taken pretty girls taken nerds taken goths taken athletes taken that girl with  cats taken everyone taken me single
SAR	i hate having lots of exciting things to get done at work and then getting sick , thanks for the let down , mother nature
NON	 yo really good job at the titans game yesterday .  lol
SAR	 pfft  heskey and carroll what a strike force ! btw loved seeing you the other day on the p and r !
SAR	long hair brown skin w / a fat ass
NON	oheem  !  can not wait to be with the bestfriends  
SAR	hello soy i am you fan and i love  you  hahaha 
SAR	just posted a photo ville de tremblay en france
SAR	bummer  i forgot to wear my dr . dre beat headphones to class today
SAR	how could have this been the best year of my life , and then within months turn into a living nightmare   
SAR	hmm  . do i drink too much ?
SAR	i know god will not give me anything i could not handle , i just wish he did not trust me that much
SAR	im proper looking forward to presentation evening but my dress doesnt sit right on ny shoulders and now im panicking / /
SAR	 oh my gosh well thank goodness everything is okay and it was only a dream . you are such a good friend cam  
SAR	 my son speaks french . he ' s descended from irish , french and german ancestors i can barely speak a sentence en francaise .
SAR	all the people on twitter this morning are like really sarcastic , lmao .
SAR	there is too much anger , hate , resentment and fear on the physical plane . we need to lighten the fuck up
SAR	wear human hair braid wigs , their great for protective hair styles .
SAR	it ' s not about beauty , men cheat bc they do not respect / value women and feel entitled to as many women as they want .
SAR	happy  kickstarter  day to me ! yay a for  mindful cards  in the mail . can not wait to start using them .
SAR	yay no school for a week  happy angela  
SAR	dark to light and light to dark . three black carriages , three white carts . what brings us together is what pulls us apart . gn
NON	i just love how people try to tell me how i should feel .
SAR	still foolin ' ' em where i have been , where i am going , and where the hell are
NON	 you have never been with the common person no matter the race
SAR	i get a nice pitter patter feeling whenever gold novas exclaim they can not carry me then eat their words when i do just as good as them .
SAR	would you use this , , i will via
NON	no one understand how aggravating it is for me to come home to no food and then be hit with that it ' s too late to go out to eat .
SAR	yesterday is gone . today is okay . tomorrow will be better .
NON	 i will let you think what you want .  
SAR	quite an impressive 1 st half spell by the super eagles . i appreciate the urgency by the players .  nig  vs  swa 
NON	sore throat and a blocked nose , just what i need before work tonight   
NON	 i was about to puke . now have to go clean the shearts out of my pants . love u
NON	and the weirdest compliment i have received was from jess saying i have a nice sneeze . it ' s quiet and non threatening .
NON	 oh do not you worry . america wants you out of politics . we will all vote  trump . and i wld not assume the blk and latino vote
NON	oh , so you can tweet but you can not reply to my text message .
SAR	have you ever bullshitted an assignment so hard you basically laugh after every sentence you write
SAR	if someone seems erratic to you today , remember th at you are th .  more for libra
NON	love waking up super early
NON	 have you noticed most people in prison are democrats bill i think it ' s the end of america god bless us
SAR	nice blast of lovely fresh yorkshire air upon getting off the bus   great to be back in leeds !
NON	facebook people be like like this if you love waffles . ignore if you have buttsex with satan . wtf is happing ? ! 
SAR	 will they be any album signings for the new album
NON	life is uncertain which is why every morning , before i leave for work , i hug my kids and whisper avenge me . 
NON	please teach me how you edit your selfies , i want to be ghost white as well
SAR	the most important thing in life is to learn how to give out love , and to let it come in  morrie schwartz
SAR	this is an official statement from the management of jade cozytuan jade and nikki are currently on a break bc jade could not handle nikki ' s
SAR	but  i love the fact that i am finally home 
SAR	look on the bright side it ' s only  sleeps to british summer time 
SAR	 i was happy with the doughnut i just ate until i saw that .
NON	i swear my doctor makes me get blood work for fun
NON	there are too many people who could ruin my life by posting a screenshot of a text conversation we have had .
SAR	has to be called ' applied economics ' .  boring , i know
NON	boys fall for me because i trip them with my laptop charger
SAR	just want you to be happy and smile that ' s my goal in love bc i love you
NON	the best thing on earth , is sharing a laugh with someone you love .
SAR	it ' s fri yay and we have got  craft beers to get your weekend started the right way . join us for happy hour !
SAR	this is why amy is confirmed a dickbag 
SAR	i mean do not wanna be that girl  but when the hell did everyone just love justin bieber like screw you bandwagon hoes   smh 
SAR	dad just said he reckons i should audition for xfactor  so supportive 
SAR	gonna force my mum to take me to costa before work
NON	love these people ! i do not have the exact number , but i ' d guess we served something like   people today .
NON	prelims week post prelims week for me ! hooray ! but
SAR	 sadly babe i can only afford monday  just think two more sleeps and we can drink too much vodka x 
NON	i come home and no food has been cooked , it '  s sunday  .
SAR	i just love it when pimples overtake my face , it just makes me feel all warm and cozy inside
SAR	when you finish a test early because you did not know shit
NON	rt if i am your best friend then there are chances of your girlfriend not having periods without even you touching her .
SAR	 i can speak to siri in french this is so exciting 
SAR	i was smiling the entire voicemail and laughed out loud at the bitch   
SAR	location confirmed . it ' s in atlas ' s kennel and i am not sure how to proceed but he looked at me rudely see
SAR	i love my mother . i really do . but being left alone all the time fucking sucks ass .
SAR	apologies mean so much to me
SAR	i am shocked about how cold it is in  lhs  , because it ' s students have literally no chill
SAR	i am always investing my energy in the worst places and people ! i need divine intervention before i drain myself !
SAR	 omg i was just talking about those in class about how i can not wait
NON	i love my hair , i love it in all states , although it ' s only  .  after the wash just left alone , blow dried , or pressed .
NON	you are just so cool  
NON	goal be in bed by midnight .  yeah right 
SAR	 hehe .  you are right . i was so excited , and so fun to meet da new neighbors .  now i am little bit tired , but all is fine , hehe !
SAR	not yet can not decide what dress to wear ! see you soon really looking forward to it !
NON	i was so excited for thxgiving break untill i got my schedule today and found out i was working  hours nxt week and only have  day off
NON	me when class is over but the teacher says oh wait i forgot to give you your homework
SAR	i am always in trouble bc my family does not get my  really sarcastic  personality
NON	rt there are three sides to every story . yours . theirs . and the security camera footage .
SAR	if you spend time at the smithy , you will eventually need a set of flat bar tongs . these look nice  homemade tools 
NON	rt did something bad happen to you , or are you just naturally this terrible of a person ?
SAR	why am i up cleaning my room ?
NON	can i see your phone ? one second delete , delete , delete okay here you go .
SAR	getting ready to visit with  teach writing  friends . it ' s a good week to share a bit of good news and gratitude .
SAR	 i love u i love u i love u i love u i love u i love u i love u i love u i love u i love u i love u i love u i love u  x69
NON	i wanna scream and shout and let it out .  definitely a song written in the toilet whilst taking a poop .
SAR	i am incredibly annoyed that i am gonna have to sit through lunch during 4 th and 5 th this year . i ' ll probably just stay in class and be a nerd
NON	all  i do i   talk that  hit  hoping  omeing  try   to pull  ome  weird  hit 
NON	i bet uprising is so sick live like it ' s kinda eh when you hear it on album but  live 
NON	laughing at your mistakes can lengthen your life . laughing at your wife ' s can shorten it .
SAR	could you pass this test ? via 
SAR	 i love you so much angel please get some rest . i love you i love you .
NON	as a child , i could be anything . as an adult , i just wanna be that child .
NON	that ' s real fucking cute
SAR	every time she comments on my pictures my heart goes pitter patter 
NON	my hobbies switching between the same three apps for hours imagining myself in situations that will literally never exist
NON	 just beautiful  
NON	computer lab for the remainder of tonight , wish i had got a nap
NON	awesome someone stole my headphones .  man i love holt
SAR	this place is dedicated to you , the dreamers , the rule breakers , the ones who never grow up  your kingdom awaits !
SAR	 we are missing you , i miss you too much ed , back to us , honey i love you a lot , reddie
NON	woo  let us go wrestling conditioning !  going to die   goodbye everyone 
SAR	i hate when i forget to press send and i am sitting there like an idiot waiting for a reply .
